Date,USD
16/06/2017,481.77
19/06/2017,481.08
20/06/2017,480.54
21/06/2017,480.44
22/06/2017,480.22
23/06/2017,480.39
26/06/2017,480.45
27/06/2017,480.49
28/06/2017,480.44
29/06/2017,480.69
30/06/2017,480.47
3/7/2017,480.57
4/7/2017,480.26
6/7/2017,479.82
7/7/2017,479.53
10/7/2017,479.55
11/7/2017,479.13
12/7/2017,478.91
13/07/2017,478.9
14/07/2017,478.88
17/07/2017,478.68
18/07/2017,478.46
19/07/2017,478.54
20/07/2017,478.62
21/07/2017,478.82
24/07/2017,478.85
25/07/2017,478.83
26/07/2017,478.76
27/07/2017,478.73
28/07/2017,478.65
31/07/2017,478.36
1/8/2017,478.61
2/8/2017,478.58
3/8/2017,478.72
4/8/2017,478.77
7/8/2017,478.74
8/8/2017,478.91
9/8/2017,478.71
10/8/2017,478.75
11/8/2017,478.52
14/08/2017,478.27
15/08/2017,478.57
16/08/2017,478.51
17/08/2017,478.2
18/08/2017,478.57
21/08/2017,478.42
22/08/2017,478.55
23/08/2017,478.55
24/08/2017,478.77
25/08/2017,478.94
28/08/2017,478.99
29/08/2017,478.65
30/08/2017,478.39
31/08/2017,478.44
1/9/2017,478.45
4/9/2017,478.22
5/9/2017,478.29
6/9/2017,478.26
7/9/2017,478.25
8/9/2017,478.16
11/9/2017,478.22
12/9/2017,478.35
13/09/2017,478.26
14/09/2017,478.37
15/09/2017,478.39
19/09/2017,478.38
20/09/2017,478.23
22/09/2017,478.3
23/09/2017,477.88
25/09/2017,477.89
26/09/2017,478.04
27/09/2017,478.03
28/09/2017,478.32
29/09/2017,478.41
2/10/2017,478.04
3/10/2017,478.27
4/10/2017,478.38
5/10/2017,478.45
6/10/2017,478.75
9/10/2017,478.95
10/10/2017,479.56
11/10/2017,480.22
12/10/2017,480.32
13/10/2017,480.99
16/10/2017,481.32
17/10/2017,481.35
18/10/2017,481.5
19/10/2017,481.73
20/10/2017,481.93
23/10/2017,482.25
24/10/2017,482.33
25/10/2017,482.28
26/10/2017,482.24
27/10/2017,482.24
30/10/2017,482.36
31/10/2017,482.87
1/11/2017,483.06
2/11/2017,483.99
3/11/2017,484.37
6/11/2017,485.16
7/11/2017,485.74
8/11/2017,486.22
9/11/2017,487.3
10/11/2017,487.29
13/11/2017,487.57
14/11/2017,488.03
15/11/2017,487.98
16/11/2017,487.42
17/11/2017,486.78
20/11/2017,484.78
21/11/2017,483.66
22/11/2017,483.75
23/11/2017,483.86
24/11/2017,483.99
27/11/2017,484.17
28/11/2017,484.21
29/11/2017,484.33
30/11/2017,484.3
1/12/2017,484.21
4/12/2017,484.34
5/12/2017,484.66
6/12/2017,484.96
7/12/2017,485.33
8/12/2017,485.25
11/12/2017,484.75
12/12/2017,484.11
13/12/2017,483.55
14/12/2017,482.74
15/12/2017,482.36
18/12/2017,482.21
19/12/2017,482.09
20/12/2017,481.54
21/12/2017,481.18
22/12/2017,480.55
25/12/2017,481.43
26/12/2017,481.97
27/12/2017,482.31
28/12/2017,483.17
29/12/2017,484.1
8/1/2018,484.93
9/1/2018,484.91
10/1/2018,484.75
11/1/2018,484.31
12/1/2018,483.51
15/01/2018,483.21
16/01/2018,483.01
17/01/2018,482.99
18/01/2018,482.69
19/01/2018,481.96
22/01/2018,481.64
23/01/2018,481.17
24/01/2018,480.77
25/01/2018,480.65
26/01/2018,480.6
29/01/2018,480.65
30/01/2018,480.63
31/01/2018,480.81
1/2/2018,480.98
2/2/2018,481.04
5/2/2018,481.58
6/2/2018,481.98
7/2/2018,482.35
8/2/2018,481.86
9/2/2018,483.11
12/2/2018,482.57
13/02/2018,482.38
14/02/2018,481.61
15/02/2018,481.3
16/02/2018,480.94
19/02/2018,480.81
20/02/2018,480.58
21/02/2018,480.46
22/02/2018,480.57
23/02/2018,480.63
26/02/2018,480.84
27/02/2018,480.99
28/02/2018,480.81
1/3/2018,480.94
2/3/2018,480.8
5/3/2018,480.79
6/3/2018,480.64
7/3/2018,480.73
12/3/2018,480.72
13/03/2018,480.51
14/03/2018,480.35
15/03/2018,480.41
16/03/2018,480.34
17/03/2018,480.39
19/03/2018,480.28
20/03/2018,480.08
21/03/2018,480.26
22/03/2018,480.06
23/03/2018,480.17
26/03/2018,480.43
27/03/2018,480.27
28/03/2018,480.22
29/03/2018,480.22
30/03/2018,480.06
3/4/2018,480.23
4/4/2018,480.28
5/4/2018,480.21
6/4/2018,480.46
7/4/2018,480.74
9/4/2018,480.88
10/4/2018,481.76
11/4/2018,483.12
12/4/2018,483.72
13/04/2018,482.92
16/04/2018,482.36
17/04/2018,481.79
18/04/2018,480.99
19/04/2018,480.19
20/04/2018,480.18
23/04/2018,480.13
25/04/2018,480.46
26/04/2018,481.96
27/04/2018,483.32
2/5/2018,483.29
3/5/2018,484.71
4/5/2018,484.75
5/5/2018,485.37
7/5/2018,486.19
8/5/2018,486.68
10/5/2018,486.56
11/5/2018,486.06
14/05/2018,485.3
15/05/2018,484.56
16/05/2018,483.83
17/05/2018,483.36
18/05/2018,483.26
21/05/2018,483.03
22/05/2018,482.67
23/05/2018,482.48
24/05/2018,482.65
25/05/2018,482.76
29/05/2018,482.98
30/05/2018,482.83
31/05/2018,482.51
1/6/2018,482.86
4/6/2018,482.9
5/6/2018,483.02
6/6/2018,483.3
7/6/2018,483.49
8/6/2018,483.22
11/6/2018,483.14
12/6/2018,482.85
13/06/2018,482.68
14/06/2018,482.73
15/06/2018,482.68
18/06/2018,482.59
19/06/2018,482.26
20/06/2018,482.02
21/06/2018,482.2
22/06/2018,482.19
25/06/2018,482.34
26/06/2018,482.23
27/06/2018,482.08
28/06/2018,482.07
29/06/2018,482.24
2/7/2018,482.49
3/7/2018,482.7
4/7/2018,482.95
6/7/2018,483.17
9/7/2018,482.61
10/7/2018,482.24
11/7/2018,482.23
12/7/2018,481.49
13/07/2018,481.17
16/07/2018,480.8
17/07/2018,480.37
18/07/2018,480.3
19/07/2018,480.6
20/07/2018,480.62
23/07/2018,481
24/07/2018,480.81
25/07/2018,480.88
26/07/2018,481.01
27/07/2018,480.89
30/07/2018,480.82
31/07/2018,480.95
1/8/2018,480.95
2/8/2018,481.16
3/8/2018,481.28
6/8/2018,481.5
7/8/2018,481.69
8/8/2018,481.78
9/8/2018,481.81
10/8/2018,482.16
13/08/2018,482.63
14/08/2018,483.03
15/08/2018,483.02
16/08/2018,483.14
17/08/2018,483.14
20/08/2018,483.1
21/08/2018,482.76
22/08/2018,482.9
23/08/2018,482.87
24/08/2018,482.91
27/08/2018,482.81
28/08/2018,482.73
29/08/2018,482.6
30/08/2018,482.76
31/08/2018,483.07
3/9/2018,483.38
4/9/2018,483.73
5/9/2018,484.1
6/9/2018,484.52
7/9/2018,484.69
10/9/2018,484.95
11/9/2018,485.41
12/9/2018,485.37
13/09/2018,485.26
14/09/2018,485.09
17/09/2018,485.16
18/09/2018,484.37
19/09/2018,483.62
20/09/2018,482.44
24/09/2018,482.27
25/09/2018,481.66
26/09/2018,481.66
27/09/2018,482.25
28/09/2018,482.71
1/10/2018,483.28
2/10/2018,483.46
3/10/2018,484.26
4/10/2018,485.06
5/10/2018,485.51
8/10/2018,485.99
9/10/2018,485.99
10/10/2018,485.62
15/10/2018,485.28
16/10/2018,484.57
17/10/2018,483.9
18/10/2018,483.48
19/10/2018,483.8
22/10/2018,484.13
23/10/2018,484.35
24/10/2018,484.67
25/10/2018,485.16
26/10/2018,485.94
27/10/2018,485.8
29/10/2018,485.97
30/10/2018,485.99
31/10/2018,486.24
1/11/2018,486.55
2/11/2018,486.85
3/11/2018,487.16
5/11/2018,487.52
6/11/2018,487.88
7/11/2018,487.66
8/11/2018,487.82
9/11/2018,487.95
12/11/2018,488.57
13/11/2018,488.68
14/11/2018,487.96
15/11/2018,487.27
16/11/2018,485.72
19/11/2018,485.09
20/11/2018,484.7
21/11/2018,484.29
22/11/2018,484.26
23/11/2018,484.47
26/11/2018,484.69
27/11/2018,485.08
28/11/2018,485.05
29/11/2018,485.09
30/11/2018,485.23
3/12/2018,485.06
4/12/2018,485.2
5/12/2018,485.12
6/12/2018,485.26
7/12/2018,484.99
10/12/2018,485.13
11/12/2018,485.28
12/12/2018,485.12
13/12/2018,485.23
14/12/2018,484.87
17/12/2018,484.7
18/12/2018,484.72
19/12/2018,484.55
20/12/2018,484.53
21/12/2018,484.31
24/12/2018,484.02
25/12/2018,484
26/12/2018,483.81
27/12/2018,483.76
28/12/2018,483.75
8/1/2019,484.37
9/1/2019,484.79
10/1/2019,485.52
11/1/2019,485.98
14/01/2019,486.41
15/01/2019,486.63
16/01/2019,486.58
17/01/2019,485.81
18/01/2019,485.42
21/01/2019,485.11
22/01/2019,485.17
23/01/2019,485.18
24/01/2019,485.78
25/01/2019,485.75
29/01/2019,486.54
30/01/2019,486.45
31/01/2019,486.98
1/2/2019,487.07
4/2/2019,487.44
5/2/2019,487.65
6/2/2019,488.26
7/2/2019,488.69
8/2/2019,489.19
11/2/2019,489.85
12/2/2019,489.62
13/02/2019,488.85
14/02/2019,487.99
15/02/2019,487.51
18/02/2019,487.43
19/02/2019,487.5
20/02/2019,487.59
21/02/2019,488.07
22/02/2019,488.71
25/02/2019,488.83
26/02/2019,488.93
27/02/2019,489.38
28/02/2019,489.72
1/3/2019,490.18
4/3/2019,490.68
5/3/2019,490.6
6/3/2019,489.76
7/3/2019,489.08
11/3/2019,488.57
12/3/2019,488.09
13/03/2019,487.35
14/03/2019,486.75
15/03/2019,486.63
18/03/2019,486.52
19/03/2019,486.27
20/03/2019,485.91
21/03/2019,486.1
22/03/2019,485.86
25/03/2019,485.98
26/03/2019,486.15
27/03/2019,486.31
28/03/2019,486.31
29/03/2019,486.44
1/4/2019,486.42
2/4/2019,486.47
3/4/2019,486.85
4/4/2019,487.29
5/4/2019,487.42
8/4/2019,487.32
9/4/2019,486.54
10/4/2019,485.83
11/4/2019,485.01
12/4/2019,485.02
15/04/2019,484.75
16/04/2019,484.33
17/04/2019,483.4
18/04/2019,482.85
19/04/2019,482.31
22/04/2019,481.98
23/04/2019,481.56
25/04/2019,481.57
26/04/2019,481.33
29/04/2019,481.26
30/04/2019,480.48
2/5/2019,480.46
3/5/2019,480.75
6/5/2019,481.29
7/5/2019,481.64
8/5/2019,481.96
10/5/2019,482.17
13/05/2019,481.33
14/05/2019,480.85
15/05/2019,480.52
16/05/2019,480.14
17/05/2019,479.72
20/05/2019,480.03
21/05/2019,479.6
22/05/2019,479.64
23/05/2019,479.98
24/05/2019,480.03
27/05/2019,480.18
29/05/2019,480.33
30/05/2019,480.27
31/05/2019,480.1
3/6/2019,480.2
4/6/2019,480.02
5/6/2019,479.79
6/6/2019,479.57
7/6/2019,479.61
10/6/2019,479.52
11/6/2019,479.36
12/6/2019,479.02
13/06/2019,478.54
14/06/2019,478.4
17/06/2019,477.83
18/06/2019,477.78
19/06/2019,478.04
20/06/2019,477.53
21/06/2019,477.53
24/06/2019,477.81
25/06/2019,477.07
26/06/2019,477.33
27/06/2019,477.32
28/06/2019,477.11
1/7/2019,476.98
2/7/2019,477.1
3/7/2019,477.02
4/7/2019,477.01
8/7/2019,476.9
9/7/2019,477
10/7/2019,476.59
11/7/2019,476.94
12/7/2019,476.68
15/07/2019,476.68
16/07/2019,476.74
17/07/2019,476.45
18/07/2019,476.41
19/07/2019,476.48
22/07/2019,476.18
23/07/2019,476.13
24/07/2019,475.98
25/07/2019,475.94
26/07/2019,475.97
29/07/2019,476.12
30/07/2019,475.82
31/07/2019,475.81
1/8/2019,475.91
2/8/2019,475.9
5/8/2019,476.15
6/8/2019,476.19
7/8/2019,476.47
8/8/2019,476.21
9/8/2019,476.13
12/8/2019,475.9
13/08/2019,475.94
14/08/2019,475.74
15/08/2019,475.87
16/08/2019,475.92
19/08/2019,475.91
20/08/2019,475.9
21/08/2019,475.94
22/08/2019,475.91
23/08/2019,475.99
26/08/2019,476.21
27/08/2019,475.93
28/08/2019,475.86
29/08/2019,475.96
30/08/2019,476.1
2/9/2019,476.17
3/9/2019,476.33
4/9/2019,476.5
5/9/2019,476.34
6/9/2019,476.55
9/9/2019,476.65
10/9/2019,476.35
11/9/2019,476.34
12/9/2019,476.22
13/09/2019,476.18
16/09/2019,476.16
17/09/2019,476.1
18/09/2019,476.22
19/09/2019,476.26
20/09/2019,476.13
23/09/2019,476.26
24/09/2019,476.1
25/09/2019,476.07
26/09/2019,476.02
27/09/2019,476
30/09/2019,475.97
1/10/2019,476.01
2/10/2019,476.16
3/10/2019,476.24
4/10/2019,476.33
7/10/2019,476.52
8/10/2019,476.6
9/10/2019,476.68
10/10/2019,476.7
11/10/2019,476.73
14/10/2019,476.44
15/10/2019,476.57
16/10/2019,476.76
17/10/2019,476.43
18/10/2019,476.34
21/10/2019,476.32
22/10/2019,475.96
23/10/2019,475.99
24/10/2019,475.86
25/10/2019,475.87
28/10/2019,476.03
29/10/2019,476.15
30/10/2019,476.2
31/10/2019,476.1
1/11/2019,476.46
4/11/2019,476.59
5/11/2019,476.57
6/11/2019,476.84
7/11/2019,477.34
8/11/2019,477.17
11/11/2019,477.22
12/11/2019,477.4
13/11/2019,477.46
14/11/2019,477.51
15/11/2019,477.57
18/11/2019,477.31
19/11/2019,476.98
20/11/2019,476.98
21/11/2019,476.69
22/11/2019,476.95
25/11/2019,476.6
26/11/2019,476.82
27/11/2019,477.04
28/11/2019,477.25
29/11/2019,477.88
2/12/2019,478.05
3/12/2019,478.02
4/12/2019,477.83
5/12/2019,477.94
6/12/2019,478.03
9/12/2019,477.97
10/12/2019,478.02
11/12/2019,478.02
12/12/2019,477.71
13/12/2019,477.51
16/12/2019,477.43
17/12/2019,477.44
18/12/2019,477.54
19/12/2019,477.89
20/12/2019,478.35
23/12/2019,478.32
24/12/2019,479.15
25/12/2019,479.35
26/12/2019,479.27
27/12/2019,479.5
30/12/2019,479.7
8/1/2020,479.76
9/1/2020,479.62
10/1/2020,479.26
13/01/2020,479.36
14/01/2020,479.39
15/01/2020,479.63
16/01/2020,479.76
17/01/2020,479.61
20/01/2020,479.34
21/01/2020,479.33
22/01/2020,478.9
23/01/2020,478.73
24/01/2020,478.87
29/01/2020,478.58
30/01/2020,478.69
31/01/2020,478.6
1/2/2020,478.76
3/2/2020,478.85
4/2/2020,478.8
5/2/2020,478.72
6/2/2020,478.85
7/2/2020,478.47
10/2/2020,478.98
11/2/2020,479.05
12/2/2020,479.29
13/02/2020,479.11
14/02/2020,479.05
17/02/2020,479.05
18/02/2020,478.95
19/02/2020,478.63
20/02/2020,478.37
21/02/2020,478.35
24/02/2020,478.42
25/02/2020,478.33
26/02/2020,478.39
27/02/2020,478.49
28/02/2020,478.6
2/3/2020,478.8
3/3/2020,478.87
4/3/2020,479.12
5/3/2020,479.6
6/3/2020,479.82
9/3/2020,480.48
10/3/2020,482.09
11/3/2020,483.03
12/3/2020,484.33
13/03/2020,487.85
16/03/2020,489.8
17/03/2020,490.76
18/03/2020,490.53
19/03/2020,492.22
20/03/2020,493.58
23/03/2020,495.01
24/03/2020,495.43
25/03/2020,495.93
26/03/2020,497.24
27/03/2020,498.43
30/03/2020,500.8
31/03/2020,504.47
1/4/2020,504.96
2/4/2020,504.5
3/4/2020,502.97
6/4/2020,501.55
7/4/2020,499.37
8/4/2020,496.58
9/4/2020,493.1
10/4/2020,491.18
13/04/2020,486.53
14/04/2020,485.52
15/04/2020,486.12
16/04/2020,484.57
17/04/2020,483.96
20/04/2020,482.52
21/04/2020,480.87
22/04/2020,479.81
23/04/2020,479.67
27/04/2020,479.58
28/04/2020,479.63
29/04/2020,479.52
30/04/2020,479.28
4/5/2020,480
5/5/2020,480.67
6/5/2020,481.97
7/5/2020,483.14
8/5/2020,484.11
11/5/2020,486.02
12/5/2020,487.15
13/05/2020,487.66
14/05/2020,488.9
15/05/2020,487.89
18/05/2020,485.88
19/05/2020,484.65
20/05/2020,483.63
21/05/2020,481.68
22/05/2020,481.99
23/05/2020,482.24
25/05/2020,483
26/05/2020,483.82
27/05/2020,483.91
1/6/2020,483.02
2/6/2020,482.49
3/6/2020,482.38
4/6/2020,482.11
5/6/2020,481.74
8/6/2020,481.42
9/6/2020,481.23
10/6/2020,481.03
11/6/2020,481.61
12/6/2020,481.79
15/06/2020,481.41
16/06/2020,481.27
17/06/2020,480.33
18/06/2020,479.93
19/06/2020,479.67
22/06/2020,478.99
23/06/2020,479.43
24/06/2020,480.08
25/06/2020,481.3
26/06/2020,481.94
29/06/2020,482.44
30/06/2020,482.36
1/7/2020,482.52
2/7/2020,483.36
3/7/2020,483.84
6/7/2020,484.35
7/7/2020,485.12
8/7/2020,485.74
9/7/2020,486.6
10/7/2020,486.73
13/07/2020,486.54
14/07/2020,485.62
15/07/2020,484.5
16/07/2020,483.64
17/07/2020,482.62
20/07/2020,482.81
21/07/2020,483.7
22/07/2020,484.16
23/07/2020,485.19
24/07/2020,485.29
27/07/2020,484.97
28/07/2020,484.64
29/07/2020,484.42
30/07/2020,485.16
31/07/2020,485.33
3/8/2020,485.83
4/8/2020,485.66
5/8/2020,485.52
6/8/2020,485.18
7/8/2020,485
10/8/2020,485.23
11/8/2020,485.32
12/8/2020,485
13/08/2020,485.17
14/08/2020,484.83
17/08/2020,484.65
18/08/2020,484.21
19/08/2020,484.3
20/08/2020,484.72
21/08/2020,485.05
24/08/2020,485.25
25/08/2020,485.71
26/08/2020,487.17
27/08/2020,487.03
28/08/2020,487.24
31/08/2020,487.2
1/9/2020,486.86
2/9/2020,487.29
3/9/2020,487.48
4/9/2020,488
7/9/2020,488.12
8/9/2020,488.57
9/9/2020,488.81
10/9/2020,488.33
11/9/2020,487.67
14/09/2020,486.37
15/09/2020,485.31
16/09/2020,484.93
17/09/2020,484.4
18/09/2020,485.26
22/09/2020,485.29
23/09/2020,485.42
24/09/2020,485.32
25/09/2020,485.27
28/09/2020,485.66
29/09/2020,487.62
30/09/2020,488.41
1/10/2020,488.58
2/10/2020,488.6
5/10/2020,488.59
6/10/2020,490.14
7/10/2020,490.17
8/10/2020,491.15
9/10/2020,490.95
12/10/2020,489.65
13/10/2020,490.99
14/10/2020,491.34
15/10/2020,491.68
16/10/2020,492.15
19/10/2020,492.4
20/10/2020,493.33
21/10/2020,494.37
22/10/2020,494.31
23/10/2020,494.01
26/10/2020,493.24
27/10/2020,493.18
28/10/2020,492.71
29/10/2020,493.15
30/10/2020,493.6
2/11/2020,493.76
3/11/2020,493.66
4/11/2020,493.5
5/11/2020,493.87
6/11/2020,493.74
9/11/2020,493.75
10/11/2020,494.13
11/11/2020,494.76
12/11/2020,495.58
13/11/2020,495.94
16/11/2020,497.14
17/11/2020,497.38
18/11/2020,498.8
19/11/2020,500.82
20/11/2020,503.22
23/11/2020,505.32
24/11/2020,512.31
25/11/2020,511.69
26/11/2020,508.12
27/11/2020,508.21
30/11/2020,506.4
1/12/2020,506.98
2/12/2020,509.14
3/12/2020,510
4/12/2020,511.25
7/12/2020,512.54
8/12/2020,514.13
9/12/2020,515.48
10/12/2020,518.77
11/12/2020,520.62
14/12/2020,522.46
15/12/2020,525.09
16/12/2020,524.9
17/12/2020,523.42
18/12/2020,522.23
21/12/2020,521.66
22/12/2020,521.97
23/12/2020,522.21
24/12/2020,522.48
25/12/2020,522.57
28/12/2020,523.25
29/12/2020,522.3
30/12/2020,522.59
8/1/2021,522.79
11/1/2021,523.76
12/1/2021,525.44
13/01/2021,526.89
14/01/2021,525.45
15/01/2021,522.53
18/01/2021,522.19
19/01/2021,519.31
20/01/2021,519.19
21/01/2021,518.89
22/01/2021,518.44
25/01/2021,518.36
26/01/2021,518.26
27/01/2021,518.16
29/01/2021,518.27
1/2/2021,518.88
2/2/2021,519.2
3/2/2021,520.15
4/2/2021,520.6
5/2/2021,521.13
8/2/2021,521.8
9/2/2021,522.6
10/2/2021,523.13
11/2/2021,524.07
12/2/2021,524.28
15/02/2021,524.6
16/02/2021,524.92
17/02/2021,524.33
18/02/2021,524.34
19/02/2021,524.48
22/02/2021,525.1
23/02/2021,525.76
24/02/2021,526.45
25/02/2021,526.97
26/02/2021,527.96
1/3/2021,528.37
2/3/2021,527.36
3/3/2021,525.99
4/3/2021,524.98
5/3/2021,525.46
9/3/2021,525.29
10/3/2021,525.93
11/3/2021,526.38
12/3/2021,526.88
15/03/2021,527.05
16/03/2021,527.69
17/03/2021,527.69
18/03/2021,527.42
19/03/2021,527.87
22/03/2021,527.76
23/03/2021,528.12
24/03/2021,528.32
25/03/2021,528.68
26/03/2021,529.49
29/03/2021,530.08
30/03/2021,530.7
31/03/2021,531.17
1/4/2021,532.14
2/4/2021,533.17
5/4/2021,533.84
6/4/2021,535.11
7/4/2021,536.58
8/4/2021,537.36
9/4/2021,532.78
12/4/2021,528.1
13/04/2021,519.43
14/04/2021,519.34
15/04/2021,521.2
16/04/2021,522.2
19/04/2021,522.21
20/04/2021,521.89
21/04/2021,522.23
22/04/2021,522.24
23/04/2021,521.89
26/04/2021,520.46
27/04/2021,520.29
28/04/2021,519.81
29/04/2021,520.63
30/04/2021,520.69
3/5/2021,520.63
4/5/2021,520.88
5/5/2021,521.04
6/5/2021,521.45
7/5/2021,522.09
10/5/2021,522.37
11/5/2021,522.1
12/5/2021,522.27
13/05/2021,523.1
14/05/2021,522.48
17/05/2021,521.91
18/05/2021,521.55
19/05/2021,520.72
20/05/2021,520.74
21/05/2021,520.54
24/05/2021,520.58
25/05/2021,520.57
26/05/2021,520.68
27/05/2021,520.78
31/05/2021,520.61
1/6/2021,520.67
2/6/2021,520.67
3/6/2021,520.22
4/6/2021,520.04
7/6/2021,520.03
8/6/2021,519.83
9/6/2021,519.57
10/6/2021,519.28
11/6/2021,518.61
14/06/2021,516.99
15/06/2021,515.68
16/06/2021,514.87
17/06/2021,514.11
18/06/2021,513.73
21/06/2021,513.29
22/06/2021,513.07
23/06/2021,512.01
24/06/2021,507.9
25/06/2021,499.38
28/06/2021,496.83
29/06/2021,495.37
30/06/2021,495.86
1/7/2021,495.84
2/7/2021,495.49
6/7/2021,495.59
7/7/2021,495.21
8/7/2021,495.38
9/7/2021,495.77
12/7/2021,495.88
13/07/2021,496.16
14/07/2021,495.61
15/07/2021,495.44
16/07/2021,494.78
19/07/2021,492.91
20/07/2021,491.15
21/07/2021,487.57
22/07/2021,484.42
23/07/2021,483.42
26/07/2021,482.52
27/07/2021,482.28
28/07/2021,482.32
29/07/2021,484.36
30/07/2021,486.24
2/8/2021,488.19
3/8/2021,490.93
4/8/2021,492.3
5/8/2021,493.35
6/8/2021,492.62
9/8/2021,491.29
10/8/2021,490.64
11/8/2021,491.07
12/8/2021,491.75
13/08/2021,492.26
16/08/2021,492.52
17/08/2021,492.14
18/08/2021,491.08
19/08/2021,490.69
20/08/2021,490.11
23/08/2021,490.56
24/08/2021,490.98
25/08/2021,492.28
26/08/2021,493.06
27/08/2021,493.71
30/08/2021,493.49
31/08/2021,493.12
1/9/2021,493.6
2/9/2021,493.54
3/9/2021,493.65
6/9/2021,493.48
7/9/2021,493.65
8/9/2021,493.66
9/9/2021,493.17
10/9/2021,492.85
13/09/2021,491.88
14/09/2021,490.19
15/09/2021,487
16/09/2021,486.37
17/09/2021,484.93
22/09/2021,484.23
23/09/2021,483.75
24/09/2021,482.24
25/09/2021,480.82
27/09/2021,481.29
28/09/2021,482.61
29/09/2021,483.49
30/09/2021,484.2
1/10/2021,485.32
4/10/2021,485.24
5/10/2021,484.67
6/10/2021,483.01
7/10/2021,480.87
8/10/2021,479.3
11/10/2021,478.71
12/10/2021,478.78
13/10/2021,479.18
14/10/2021,478.76
15/10/2021,478.42
18/10/2021,478.27
19/10/2021,477.34
20/10/2021,476.55
21/10/2021,476.47
22/10/2021,476.48
25/10/2021,476.95
26/10/2021,476.94
27/10/2021,477.31
28/10/2021,477.79
29/10/2021,477.8
1/11/2021,477.45
2/11/2021,477.21
3/11/2021,476.85
4/11/2021,476.22
5/11/2021,475.91
8/11/2021,475.92
9/11/2021,475.76
10/11/2021,475.68
11/11/2021,475.57
12/11/2021,475.19
15/11/2021,475.65
16/11/2021,475.32
17/11/2021,475.99
18/11/2021,476.24
19/11/2021,476.28
22/11/2021,476.52
23/11/2021,477.15
24/11/2021,478.11
25/11/2021,480.22
26/11/2021,483.07
29/11/2021,485.86
30/11/2021,486.28
1/12/2021,487.98
2/12/2021,488.5
3/12/2021,489.99
6/12/2021,491.03
7/12/2021,492.41
8/12/2021,493.81
9/12/2021,495.24
10/12/2021,495.32
13/12/2021,494.67
14/12/2021,488.45
15/12/2021,482.02
16/12/2021,480.02
17/12/2021,481.19
20/12/2021,480.61
21/12/2021,481.11
22/12/2021,479.14
23/12/2021,478.22
24/12/2021,477.97
27/12/2021,478.48
28/12/2021,478.12
29/12/2021,478.64
30/12/2021,480.14
3/1/2022,481.59
4/1/2022,482.19
5/1/2022,482.55
7/1/2022,482.79
10/1/2022,482.96
11/1/2022,482.32
12/1/2022,481.49
13/01/2022,480.83
14/01/2022,480.88
17/01/2022,481.49
18/01/2022,481.52
19/01/2022,481.65
20/01/2022,481.66
21/01/2022,482.12
24/01/2022,481.63
25/01/2022,482.26
26/01/2022,482.47
27/01/2022,482.57
31/01/2022,482.78
1/2/2022,483.38
2/2/2022,482.52
3/2/2022,482.3
4/2/2022,481.63
7/2/2022,481.26
8/2/2022,480.29
9/2/2022,479.11
10/2/2022,479.04
11/2/2022,478.94
14/02/2022,478.87
15/02/2022,479.29
16/02/2022,479.13
17/02/2022,478.38
18/02/2022,479
21/02/2022,478.7
22/02/2022,478.43
23/02/2022,478.78
24/02/2022,479.78
25/02/2022,482.12
28/02/2022,483.92
1/3/2022,484.86
2/3/2022,489.36
3/3/2022,496.48
4/3/2022,503.08
7/3/2022,510.18
9/3/2022,512.41
10/3/2022,516.01
11/3/2022,518.28
14/03/2022,514.97
15/03/2022,507.94
16/03/2022,499.04
17/03/2022,490.49
18/03/2022,488.6
21/03/2022,488.77
22/03/2022,488.86
23/03/2022,489.15
24/03/2022,489.81
25/03/2022,490.3
28/03/2022,490.37
29/03/2022,490.4
30/03/2022,487.77
31/03/2022,485.91
1/4/2022,484.78
4/4/2022,483.15
5/4/2022,481.59
6/4/2022,479.38
7/4/2022,476.92
8/4/2022,475.69
11/4/2022,474.84
12/4/2022,473.13
13/04/2022,472.43
14/04/2022,471.51
15/04/2022,471.44
18/04/2022,471.35
19/04/2022,470.83
20/04/2022,469.21
21/04/2022,467.77
22/04/2022,467.28
25/04/2022,466.52
26/04/2022,463.14
27/04/2022,459.98
28/04/2022,456.67
29/04/2022,453.26
2/5/2022,449.65
3/5/2022,450.79
4/5/2022,454.63
5/5/2022,464.49
6/5/2022,474.38
10/5/2022,472.64
11/5/2022,466.87
12/5/2022,460.13
13/05/2022,455.94
16/05/2022,454.99
17/05/2022,454.86
18/05/2022,457.49
19/05/2022,459.4
20/05/2022,458.98
23/05/2022,455.73
24/05/2022,452.7
25/05/2022,450.71
26/05/2022,447.17
27/05/2022,448.18
30/05/2022,449.56
31/05/2022,447.99
1/6/2022,445.64
2/6/2022,443.26
3/6/2022,440.15
6/6/2022,437.62
7/6/2022,433.87
8/6/2022,430.79
9/6/2022,426.85
10/6/2022,421.95
13/06/2022,418.64
14/06/2022,419.63
15/06/2022,424.42
16/06/2022,427.53
17/06/2022,425.3
20/06/2022,421.03
21/06/2022,417.01
22/06/2022,412.62
23/06/2022,410.82
24/06/2022,408.56
27/06/2022,409.64
28/06/2022,408.39
29/06/2022,408.31
30/06/2022,407.21
1/7/2022,407.95
4/7/2022,407.52
6/7/2022,408.2
7/7/2022,409.38
8/7/2022,410.67
11/7/2022,410.96
12/7/2022,411.04
13/07/2022,411.84
14/07/2022,412.63
15/07/2022,413.42
18/07/2022,415.05
19/07/2022,415.35
20/07/2022,415.6
