Date,USD
21/07/2022,414.84
22/07/2022,413.1
25/07/2022,411.32
26/07/2022,409.43
27/07/2022,407.85
28/07/2022,406.69
29/07/2022,407.71
1/8/2022,407.53
2/8/2022,406.97
3/8/2022,406.42
4/8/2022,405.95
5/8/2022,406.14
8/8/2022,406.61
9/8/2022,406.28
10/8/2022,405.78
11/8/2022,406.09
12/8/2022,405.91
15/08/2022,406.19
16/08/2022,406.09
17/08/2022,405.96
18/08/2022,405.79
19/08/2022,405.15
22/08/2022,405.46
23/08/2022,404.93
24/08/2022,404.87
25/08/2022,404.94
26/08/2022,404.82
29/08/2022,405.12
30/08/2022,404.77
31/08/2022,404.56
1/9/2022,404.74
2/9/2022,404.59
5/9/2022,404.74
6/9/2022,404.8
7/9/2022,404.9
8/9/2022,405.11
9/9/2022,405.32
12/9/2022,405.47
13/09/2022,405.71
14/09/2022,406.73
15/09/2022,411.14
16/09/2022,415.97
19/09/2022,418.3
20/09/2022,417.92
22/09/2022,418.04
23/09/2022,416.27
26/09/2022,413.06
27/09/2022,409.82
28/09/2022,408.04
29/09/2022,405.93
30/09/2022,405.65
3/10/2022,406.22
4/10/2022,406.49
5/10/2022,405.7
6/10/2022,405.46
7/10/2022,404.56
10/10/2022,404.3
11/10/2022,404.02
12/10/2022,403.73
13/10/2022,403.91
14/10/2022,403.94
17/10/2022,404.13
18/10/2022,403.96
19/10/2022,403.99
20/10/2022,403.59
21/10/2022,403.01
24/10/2022,402.33
25/10/2022,400.91
26/10/2022,399.38
27/10/2022,396.7
28/10/2022,395.53
31/10/2022,395.4
1/11/2022,395.19
2/11/2022,395.37
3/11/2022,395.34
4/11/2022,395.52
7/11/2022,395.94
8/11/2022,396.21
9/11/2022,394.66
10/11/2022,395.27
11/11/2022,396.12
14/11/2022,395.93
15/11/2022,395.83
16/11/2022,395.15
17/11/2022,395.53
18/11/2022,395.19
21/11/2022,395.18
22/11/2022,394.79
23/11/2022,394.93
24/11/2022,395.29
25/11/2022,395.05
28/11/2022,395.92
29/11/2022,395.12
30/11/2022,394.87
1/12/2022,395.35
2/12/2022,395.2
5/12/2022,395.91
6/12/2022,395.59
7/12/2022,395.72
8/12/2022,395.15
9/12/2022,395.3
12/12/2022,395.53
13/12/2022,395.07
14/12/2022,394.13
15/12/2022,394.26
16/12/2022,394.45
19/12/2022,394.29
20/12/2022,393.73
21/12/2022,393.97
22/12/2022,394.07
23/12/2022,393.81
26/12/2022,394.49
27/12/2022,393.6
28/12/2022,393.27
29/12/2022,393.41
30/12/2022,393.57
3/1/2023,394.69
4/1/2023,394.49
5/1/2023,394.78
9/1/2023,394.93
10/1/2023,395.13
11/1/2023,395.96
12/1/2023,396.31
13/01/2023,396.56
16/01/2023,396.8
17/01/2023,396.84
18/01/2023,396.36
19/01/2023,396.37
20/01/2023,396.25
23/01/2023,396.66
24/01/2023,396.4
25/01/2023,396.02
26/01/2023,395.65
27/01/2023,396.02
30/01/2023,395.88
31/01/2023,395.67
1/2/2023,395.74
2/2/2023,396.04
3/2/2023,396.48
6/2/2023,396.62
7/2/2023,395.88
8/2/2023,395.9
9/2/2023,395.92
10/2/2023,395.24
13/02/2023,394.69
14/02/2023,394.1
15/02/2023,393.5
16/02/2023,393.52
17/02/2023,392.89
20/02/2023,392.35
21/02/2023,391.68
22/02/2023,390.48
23/02/2023,390.08
24/02/2023,389.42
27/02/2023,389.06
28/02/2023,389.34
1/3/2023,389.01
2/3/2023,388.95
3/3/2023,388.17
6/3/2023,388.49
7/3/2023,388.6
9/3/2023,388.49
10/3/2023,388.18
13/03/2023,388.44
14/03/2023,388.79
15/03/2023,388.4
16/03/2023,388.63
17/03/2023,388.28
20/03/2023,388.48
21/03/2023,388.35
22/03/2023,388.17
23/03/2023,388.33
24/03/2023,388.07
27/03/2023,388.53
28/03/2023,388.29
29/03/2023,388.21
30/03/2023,388.3
31/03/2023,388.48
3/4/2023,388.48
4/4/2023,388.15
5/4/2023,388.32
6/4/2023,388.21
7/4/2023,388.43
10/4/2023,388.24
11/4/2023,388.18
12/4/2023,388.21
13/04/2023,387.97
14/04/2023,388.2
17/04/2023,387.94
18/04/2023,387.78
19/04/2023,387.66
20/04/2023,387.21
21/04/2023,387.47
25/04/2023,386.24
26/04/2023,387.33
27/04/2023,386.43
28/04/2023,386.64
2/5/2023,386.85
3/5/2023,386.98
4/5/2023,387.31
5/5/2023,386.35
8/5/2023,386.44
10/5/2023,386.4
11/5/2023,386.33
12/5/2023,386.38
15/05/2023,387.23
16/05/2023,386.35
17/05/2023,386.31
18/05/2023,387.03
19/05/2023,386.42
22/05/2023,386.91
23/05/2023,386.25
24/05/2023,385.94
25/05/2023,386.4
26/05/2023,386.52
29/05/2023,386.17
30/05/2023,386.52
31/05/2023,386.62
1/6/2023,386.98
2/6/2023,387.22
5/6/2023,387.28
6/6/2023,387.04
7/6/2023,386.75
8/6/2023,387.04
9/6/2023,386.18
12/6/2023,386.4
13/06/2023,387.21
14/06/2023,386.6
15/06/2023,386.54
16/06/2023,386.54
19/06/2023,386.27
20/06/2023,387.08
21/06/2023,386.16
22/06/2023,386.14
23/06/2023,387.1
26/06/2023,386.55
27/06/2023,386.71
28/06/2023,386.53
29/06/2023,386.32
30/06/2023,386.06
3/7/2023,386.98
4/7/2023,386.25
6/7/2023,386.28
7/7/2023,386.19
10/7/2023,387.09
11/7/2023,387.17
12/7/2023,386.26
13/07/2023,387.1
14/07/2023,386.01
17/07/2023,386.14
18/07/2023,386.29
19/07/2023,387.28
20/07/2023,386.29
21/07/2023,386.48
24/07/2023,387.09
25/07/2023,386.74
26/07/2023,386.4
27/07/2023,386.36
28/07/2023,386.22
31/07/2023,386.14
1/8/2023,386.18
2/8/2023,386.86
3/8/2023,386.18
4/8/2023,386.29
7/8/2023,386.09
8/8/2023,386.46
9/8/2023,386.07
10/8/2023,386.05
11/8/2023,386
14/08/2023,386.61
15/08/2023,386.66
16/08/2023,385.97
17/08/2023,386.15
18/08/2023,386.13
21/08/2023,385.88
22/08/2023,385.79
23/08/2023,386.8
24/08/2023,385.96
25/08/2023,385.98
28/08/2023,385.99
29/08/2023,386.15
30/08/2023,385.98
31/08/2023,385.78
1/9/2023,385.9
4/9/2023,385.79
5/9/2023,385.81
6/9/2023,385.83
7/9/2023,385.68
8/9/2023,385.66
11/9/2023,386.1
12/9/2023,385.84
13/09/2023,386.23
14/09/2023,386.04
15/09/2023,386.35
18/09/2023,385.81
19/09/2023,386.14
20/09/2023,386.35
22/09/2023,387.24
25/09/2023,387.5
26/09/2023,387.71
27/09/2023,388.59
28/09/2023,390.88
29/09/2023,393.4
2/10/2023,402.21
3/10/2023,413.45
4/10/2023,429.14
5/10/2023,418.52
6/10/2023,410.12
9/10/2023,404.1
10/10/2023,397.52
11/10/2023,395.22
12/10/2023,397.71
13/10/2023,402.21
16/10/2023,401.22
17/10/2023,401.63
18/10/2023,401.67
19/10/2023,401.82
20/10/2023,401.46
23/10/2023,402.21
24/10/2023,402.36
25/10/2023,402.4
26/10/2023,402.48
27/10/2023,402.55
30/10/2023,402.26
31/10/2023,403
1/11/2023,402.39
2/11/2023,402.37
3/11/2023,402.22
6/11/2023,402.34
7/11/2023,402.66
8/11/2023,402.51
9/11/2023,402.68
10/11/2023,402.59
13/11/2023,402.99
14/11/2023,403.19
15/11/2023,402.92
16/11/2023,402.72
17/11/2023,402.41
20/11/2023,402.2
21/11/2023,402.56
22/11/2023,402.41
23/11/2023,402.25
24/11/2023,402.18
27/11/2023,402.31
28/11/2023,402.29
29/11/2023,402.5
30/11/2023,402.65
1/12/2023,402.88
4/12/2023,403.05
5/12/2023,402.95
6/12/2023,403.1
7/12/2023,403.43
8/12/2023,403.24
11/12/2023,403.54
12/12/2023,403.59
13/12/2023,404.12
14/12/2023,404.58
15/12/2023,405.3
18/12/2023,405.95
19/12/2023,405.81
20/12/2023,405.54
21/12/2023,405.62
22/12/2023,405.62
25/12/2023,405.33
26/12/2023,405.2
27/12/2023,405.18
28/12/2023,405.15
29/12/2023,404.79
3/1/2024,405.28
4/1/2024,405.42
5/1/2024,405.22
8/1/2024,405.23
9/1/2024,405.61
10/1/2024,405.48
11/1/2024,405.01
12/1/2024,405.35
15/01/2024,405.49
16/01/2024,405.61
17/01/2024,405.49
18/01/2024,405.25
19/01/2024,405.42
22/01/2024,405.15
23/01/2024,405.12
24/01/2024,404.76
25/01/2024,404.21
26/01/2024,403.61
29/01/2024,403.81
30/01/2024,403.96
31/01/2024,403.7
1/2/2024,403.88
2/2/2024,404
5/2/2024,404.03
6/2/2024,404.24
7/2/2024,404.26
8/2/2024,404.47
9/2/2024,404.55
12/2/2024,404.53
13/02/2024,404.23
14/02/2024,403.57
15/02/2024,404.25
16/02/2024,404.42
19/02/2024,404.37
20/02/2024,404.47
21/02/2024,404.34
22/02/2024,404.36
23/02/2024,404.35
26/02/2024,404.42
27/02/2024,404.41
28/02/2024,404.32
29/02/2024,404.16
1/3/2024,403.98
4/3/2024,404.14
5/3/2024,404.03
6/3/2024,403.94
7/3/2024,403.71
11/3/2024,403.58
12/3/2024,403.38
13/03/2024,402.9
14/03/2024,402.65
15/03/2024,402.63
18/03/2024,401.96
19/03/2024,401.27
20/03/2024,399.77
21/03/2024,398.48
22/03/2024,397.76
25/03/2024,396.05
26/03/2024,395.68
27/03/2024,394.71
28/03/2024,394.46
29/03/2024,393.28
1/4/2024,391.97
2/4/2024,390.99
3/4/2024,389.72
4/4/2024,388.59
5/4/2024,388.47
8/4/2024,389.04
9/4/2024,389.61
10/4/2024,390.37
11/4/2024,391.46
12/4/2024,393.84
15/04/2024,395.76
16/04/2024,395.24
17/04/2024,395.1
18/04/2024,394.07
19/04/2024,392.6
22/04/2024,391.44
23/04/2024,390.04
25/04/2024,388.6
26/04/2024,388.08
29/04/2024,387.81
30/04/2024,388
2/5/2024,387.63
3/5/2024,387.32
6/5/2024,387.92
7/5/2024,387.73
8/5/2024,388.01
10/5/2024,388.01
13/05/2024,387.64
14/05/2024,387.69
15/05/2024,387.52
16/05/2024,388.09
17/05/2024,387.6
20/05/2024,387.97
21/05/2024,388.24
22/05/2024,388.37
23/05/2024,387.58
24/05/2024,387.77
27/05/2024,388.03
29/05/2024,387.5
30/05/2024,388.32
31/05/2024,387.38
3/6/2024,387.52
4/6/2024,387.34
5/6/2024,388.17
6/6/2024,387.65
7/6/2024,387.71
10/6/2024,387.54
11/6/2024,387.58
12/6/2024,387.61
13/06/2024,388.04
14/06/2024,388.49
17/06/2024,388.78
18/06/2024,388.73
19/06/2024,388.58
20/06/2024,388.16
21/06/2024,388.52
24/06/2024,388.05
25/06/2024,388.2
26/06/2024,388.33
27/06/2024,388.12
28/06/2024,388.16
1/7/2024,388.06
2/7/2024,388.16
3/7/2024,388.24
4/7/2024,387.97
8/7/2024,387.88
9/7/2024,388.01
10/7/2024,387.89
11/7/2024,388.45
12/7/2024,388
15/07/2024,387.81
16/07/2024,387.97
17/07/2024,388.23
18/07/2024,387.99
19/07/2024,388.37
22/07/2024,387.75
23/07/2024,387.91
24/07/2024,388.39
25/07/2024,387.89
26/07/2024,388.4
29/07/2024,387.65
30/07/2024,388.38
31/07/2024,388.1
1/8/2024,387.83
2/8/2024,387.85
5/8/2024,387.78
6/8/2024,388.21
7/8/2024,387.73
8/8/2024,388.49
9/8/2024,388.22
12/8/2024,388.26
13/08/2024,388.62
14/08/2024,388.42
15/08/2024,388.26
16/08/2024,388.12
19/08/2024,388.16
20/08/2024,388.1
21/08/2024,388.36
22/08/2024,388
23/08/2024,388.04
26/08/2024,388.11
27/08/2024,387.82
28/08/2024,387.91
29/08/2024,387.85
30/08/2024,387.53
2/9/2024,387.64
3/9/2024,387.38
4/9/2024,387.63
5/9/2024,387.3
6/9/2024,387.09
9/9/2024,387.15
10/9/2024,387.22
11/9/2024,387.27
12/9/2024,387.27
13/09/2024,387.23
16/09/2024,387.19
17/09/2024,387.61
18/09/2024,387.09
19/09/2024,387.75
20/09/2024,387.27
23/09/2024,387.83
24/09/2024,387.36
25/09/2024,387.5
26/09/2024,387.45
27/09/2024,387.32
30/09/2024,387.29
1/10/2024,387.11
2/10/2024,387.18
3/10/2024,387.05
4/10/2024,386.99
7/10/2024,386.93
8/10/2024,387.42
9/10/2024,387.06
10/10/2024,387.15
11/10/2024,387.17
14/10/2024,387.13
15/10/2024,387.2
16/10/2024,387.28
17/10/2024,387.47
18/10/2024,387.25
21/10/2024,387.16
22/10/2024,387.21
23/10/2024,387.67
24/10/2024,387.14
25/10/2024,387.25
28/10/2024,387.13
29/10/2024,387.06
30/10/2024,387.05
31/10/2024,387.62
1/11/2024,387.17
4/11/2024,387.09
5/11/2024,387.24
6/11/2024,387.36
7/11/2024,387.23
8/11/2024,387.37
11/11/2024,387.36
12/11/2024,387.51
13/11/2024,387.65
14/11/2024,387.64
15/11/2024,388.25
18/11/2024,388.89
19/11/2024,388.97
20/11/2024,389.19
21/11/2024,389.45
22/11/2024,389.76
25/11/2024,390.14
26/11/2024,390.88
27/11/2024,391.63
28/11/2024,392.97
29/11/2024,394.64
2/12/2024,397.88
3/12/2024,399.59
4/12/2024,402.72
5/12/2024,403.03
6/12/2024,401.31
9/12/2024,395.78
10/12/2024,394.87
11/12/2024,394.35
12/12/2024,394.31
13/12/2024,394.01
16/12/2024,393.82
17/12/2024,394.59
18/12/2024,394.62
19/12/2024,394.91
20/12/2024,395.05
23/12/2024,395.58
24/12/2024,395.75
25/12/2024,396.06
26/12/2024,396.18
27/12/2024,396.48
30/12/2024,396.56
3/1/2025,396.9
7/1/2025,396.76
8/1/2025,396.47
9/1/2025,396.85
10/1/2025,396.84
13/01/2025,397.22
14/01/2025,397.78
15/01/2025,398.09
16/01/2025,398.1
17/01/2025,398.94
20/01/2025,398.64
21/01/2025,398.84
22/01/2025,398.74
23/01/2025,398.88
24/01/2025,398.97
27/01/2025,398.36
29/01/2025,398.27
30/01/2025,397.92
31/01/2025,397.35
3/2/2025,396.99
4/2/2025,396.71
5/2/2025,396.58
6/2/2025,396.83
7/2/2025,396.76
10/2/2025,396.41
11/2/2025,396.54
12/2/2025,396.56
13/02/2025,396.42
14/02/2025,396.51
17/02/2025,396.39
18/02/2025,396.23
19/02/2025,395.72
20/02/2025,395.31
21/02/2025,394.41
24/02/2025,393.9
25/02/2025,393.55
26/02/2025,393.51
27/02/2025,393.26
28/02/2025,393.35
3/3/2025,393.69
4/3/2025,393.86
5/3/2025,394.3
6/3/2025,394.58
7/3/2025,394.58
10/3/2025,394.73
11/3/2025,394.04
12/3/2025,393.42
13/03/2025,392.74
14/03/2025,391.74
17/03/2025,392.34
18/03/2025,391.56
19/03/2025,391.57
20/03/2025,392.26
21/03/2025,392.54
24/03/2025,391.83
25/03/2025,391.8
26/03/2025,391.8
27/03/2025,391.81
28/03/2025,391.59
31/03/2025,391.57
1/4/2025,391.1
2/4/2025,391.16
3/4/2025,391.32
4/4/2025,391.22
7/4/2025,391.14
8/4/2025,391.01
9/4/2025,391.78
10/4/2025,391.08
11/4/2025,391.07
14/04/2025,390.92
15/04/2025,390.68
16/04/2025,391.27
17/04/2025,390.94
18/04/2025,390.9
21/04/2025,390.51
22/04/2025,390.13
23/04/2025,389.56
25/04/2025,390.33
28/04/2025,389.46
29/04/2025,389.45
30/04/2025,389.94
2/5/2025,389.41
5/5/2025,389.46
6/5/2025,389.46
7/5/2025,389.28
8/5/2025,389.25
